#ID	                 T1	 T3	Chi	        Q_value	                   log2(A/B)	regulated	COG_class	COG_class_annotation	GO_annotation	KEGG_annotation	Swissprot_annotation	TrEMBL_annotation	nr_annotation	nt_annotation
T1_Unigene_BMK.69926	42	12	0.000048	0.00245466600298656	 1.8073549220576	up	--	--	Molecular Function: protein kinase activity (GO:0004672);; Molecular Function: protein serine/threonine kinase activity (GO:0004674);; Molecular Function: ATP binding (GO:0005524);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: protein phosphorylation (GO:0006468);; Biological Process: response to bacterium (GO:0009617);; Biological Process: systemic acquired resistance (GO:0009627);; Biological Process: response to endogenous stimulus (GO:0009719);; Biological Process: salicylic acid mediated signaling pathway (GO:0009863);; Biological Process: aromatic compound biosynthetic process (GO:0019438);; Biological Process: regulation of cellular metabolic process (GO:0031323);; Molecular Function: ubiquitin protein ligase binding (GO:0031625);; Biological Process: cellular response to stress (GO:0033554);; Biological Process: cellular macromolecule biosynthetic process (GO:0034645);; Biological Process: regulation of programmed cell death (GO:0043067);; Biological Process: regulation of innate immune response (GO:0045088);; Biological Process: protein autophosphorylation (GO:0046777);; Biological Process: negative regulation of biological process (GO:0048519);; Biological Process: recognition of pollen (GO:0048544);; Biological Process: detection of stimulus (GO:0051606);; Biological Process: regulation of macromolecule metabolic process (GO:0060255);; Biological Process: regulation of primary metabolic process (GO:0080090);; 	--	G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080 OS=Arabidopsis thaliana GN=At5g24080 PE=2 SV=1	Serine/threonine-protein kinase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2002O05
T1_Unigene_BMK.67708	25	4	0.000101	0.00469739157990041	2.64385618977472	up	--	--	Molecular Function: protein kinase activity (GO:0004672);; Molecular Function: ATP binding (GO:0005524);; Cellular Component: mitochondrion (GO:0005739);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: protein phosphorylation (GO:0006468);; Biological Process: defense response (GO:0006952);; Biological Process: organelle organization (GO:0006996);; Molecular Function: chitin binding (GO:0008061);; Biological Process: asymmetric cell division (GO:0008356);; Biological Process: plant-type cell wall organization (GO:0009664);; Biological Process: embryo development ending in seed dormancy (GO:0009793);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Biological Process: cell wall macromolecule catabolic process (GO:0016998);; Molecular Function: protein homodimerization activity (GO:0042803);; Cellular Component: intracellular membrane-bounded organelle (GO:0043231);; Cellular Component: cytoplasmic part (GO:0044444);; Biological Process: root development (GO:0048364);; Biological Process: shoot development (GO:0048367);; Biological Process: meristem development (GO:0048507);; Biological Process: post-embryonic organ development (GO:0048569);; Biological Process: organ formation (GO:0048645);; Biological Process: regulation of developmental process (GO:0050793);; Biological Process: regulation of cellular process (GO:0050794);; Biological Process: response to other organism (GO:0051707);; Biological Process: cellular response to chitin (GO:0071323);; 	--	Protein LYK5 OS=Arabidopsis thaliana GN=LYK5 PE=1 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2146N13
T3_Unigene_BMK.70333	70	5	0.000000	0	                 3.8073549220576	up	[RTKL]	--	Molecular Function: nucleotide binding (GO:0000166);; Molecular Function: protein kinase activity (GO:0004672);; Molecular Function: binding (GO:0005488);; Cellular Component: mitochondrion (GO:0005739);; Biological Process: ion transport (GO:0006811);; Molecular Function: kinase activity (GO:0016301);; Biological Process: phosphorylation (GO:0016310);; Molecular Function: ion binding (GO:0043167);; Biological Process: primary metabolic process (GO:0044238);; Biological Process: cellular macromolecule metabolic process (GO:0044260);; Cellular Component: cell part (GO:0044464);; 	--	Putative receptor-like protein kinase At4g00960 OS=Arabidopsis thaliana GN=At4g00960 PE=2 SV=2	Putative uncharacterized protein Sb09g000636 (Fragment) GN=Sb09g000636 OS=Sorghum bicolor (Sorghum) PE=4 SV=1	Putative cysteine-rich receptor-like protein kinase 23 [Triticum urartu]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv1053N04
T1_Unigene_BMK.61238	32	5	0.000010	0.000631845018450185	2.67807190511264	up	--	--	Molecular Function: binding (GO:0005488);; Cellular Component: extracellular region (GO:0005576);; Cellular Component: mitochondrion (GO:0005739);; Biological Process: RNA processing (GO:0006396);; Biological Process: anthocyanin-containing compound biosynthetic process (GO:0009718);; Molecular Function: oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702);; Molecular Function: transferase activity, transferring glycosyl groups (GO:0016757);; Molecular Function: L-ascorbic acid binding (GO:0031418);; Cellular Component: nuclear lumen (GO:0031981);; Molecular Function: metal ion binding (GO:0046872);; Molecular Function: leucocyanidin oxygenase activity (GO:0050589);; Biological Process: oxidation-reduction process (GO:0055114);; 	--	Flocculation protein FLO11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MUC1 PE=1 SV=2	Glycosyltransferase GN=a2a OS=Triticum aestivum (Wheat) PE=2 SV=1	glycosyltransferase [Triticum aestivum]	Triticum aestivum mRNA for glycosyltransferase (a2a gene)
T1_Unigene_BMK.45292	74	18	0.000000	0	                 2.03952836418664	up	[M]	Cell wall/membrane/envelope biogenesis 	Molecular Function: catalytic activity (GO:0003824);; Molecular Function: protein binding (GO:0005515);; Cellular Component: cytoskeleton (GO:0005856);; Biological Process: transcription, DNA-dependent (GO:0006351);; Biological Process: RNA processing (GO:0006396);; Biological Process: transport (GO:0006810);; Biological Process: organelle organization (GO:0006996);; Biological Process: protein localization (GO:0008104);; Molecular Function: dihydrodipicolinate reductase activity (GO:0008839);; Biological Process: lysine biosynthetic process via diaminopimelate (GO:0009089);; Cellular Component: membrane (GO:0016020);; Biological Process: cell wall macromolecule catabolic process (GO:0016998);; Biological Process: reproductive process (GO:0022414);; Biological Process: cellular component assembly (GO:0022607);; Biological Process: actin filament-based process (GO:0030029);; Biological Process: developmental process (GO:0032502);; Cellular Component: nuclear part (GO:0044428);; Cellular Component: cytoplasmic part (GO:0044444);; Biological Process: regulation of cellular component organization (GO:0051128);; Biological Process: cellular localization (GO:0051641);; Biological Process: response to other organism (GO:0051707);; Biological Process: oxidation-reduction process (GO:0055114);; Molecular Function: NADPH binding (GO:0070402);; Cellular Component: cell periphery (GO:0071944);; Molecular Function: organic cyclic compound binding (GO:0097159);; 	--	Proline-rich receptor-like protein kinase PERK8 OS=Arabidopsis thaliana GN=PERK8 PE=1 SV=1	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, partial cds, clone: NIASHv3002H17
T3_Unigene_BMK.3969	82	279	0.000000	0	                -1.7665693072111	down	--	--	--	--	--	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	hypothetical protein TRIUR3_29830 [Triticum urartu]	Triticum aestivum chromosome 3B-specific BAC library, contig ctg0954b
T4_Unigene_BMK.37434	43	13	0.000066	0.00324125621414914	1.72582503656101	up	[ER]	--	Molecular Function: DNA binding (GO:0003677);; Molecular Function: chromatin binding (GO:0003682);; Molecular Function: 4-hydroxyphenylpyruvate dioxygenase activity (GO:0003868);; Cellular Component: cytoplasm (GO:0005737);; Cellular Component: mitochondrion (GO:0005739);; Cellular Component: cytosol (GO:0005829);; Biological Process: L-phenylalanine catabolic process (GO:0006559);; Biological Process: tyrosine catabolic process (GO:0006572);; Cellular Component: plastid (GO:0009536);; Biological Process: vitamin E biosynthetic process (GO:0010189);; Biological Process: plastoquinone biosynthetic process (GO:0010236);; Biological Process: carotenoid biosynthetic process (GO:0016117);; Molecular Function: metal ion binding (GO:0046872);; Biological Process: oxidation-reduction process (GO:0055114);; 	K00457|0.0|sbi:SORBI_04g004560|hypothetical protein	4-hydroxyphenylpyruvate dioxygenase OS=Hordeum vulgare PE=2 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Triticum aestivum 4-hydroxyphenylpyruvate dioxygenase mRNA, complete cds
T4_Unigene_BMK.25803	28	6	0.000170	0.00733534649307014	2.22239242133645	up	--	--	Cellular Component: vacuolar membrane (GO:0005774);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: iron ion transport (GO:0006826);; Biological Process: oligopeptide transport (GO:0006857);; Biological Process: amino acid transport (GO:0006865);; Biological Process: response to nematode (GO:0009624);; Biological Process: response to iron ion (GO:0010039);; Biological Process: response to zinc ion (GO:0010043);; Molecular Function: oligopeptide transporter activity (GO:0015198);; Cellular Component: integral to membrane (GO:0016021);; Biological Process: iron ion transmembrane transport (GO:0034755);; Biological Process: seed development (GO:0048316);; Molecular Function: iron-nicotianamine transmembrane transporter activity (GO:0051980);; Biological Process: iron ion homeostasis (GO:0055072);; Biological Process: transmembrane transport (GO:0055085);; 	--	Probable metal-nicotianamine transporter YSL16 OS=Oryza sativa subsp. japonica GN=YSL16 PE=2 SV=2	Putative iron-phytosiderophore transporter GN=HvYS2 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	putative metal-nicotianamine transporter YSL16 [Triticum urartu]	Triticum aestivum cDNA, clone: WT009_D23, cultivar: Chinese Spring
T3_Unigene_BMK.15941	25	70	0.000003	0.000211976616231087	-1.48542682717024	down	[P]	Inorganic ion transport and metabolism 	Molecular Function: voltage-gated chloride channel activity (GO:0005247);; Molecular Function: protein binding (GO:0005515);; Cellular Component: nucleus (GO:0005634);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: chloride transport (GO:0006821);; Biological Process: response to pH (GO:0009268);; Molecular Function: nitrate:hydrogen symporter activity (GO:0009671);; Cellular Component: plant-type vacuole membrane (GO:0009705);; Cellular Component: endosome membrane (GO:0010008);; Cellular Component: integral to membrane (GO:0016021);; Cellular Component: cytoplasmic vesicle (GO:0031410);; Biological Process: transmembrane transport (GO:0055085);; 	--	Chloride channel protein CLC-c OS=Arabidopsis thaliana GN=CLC-C PE=1 SV=1	Uncharacterized protein GN=ClC1 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	chloride channel 1 [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare cultivar Haruna Nijo chloride channel 1 (ClC1) mRNA, complete cds
T1_Unigene_BMK.63451	10	40	0.000021	0.00120665436241611	              -2	down	--	--	Molecular Function: calcium ion binding (GO:0005509);; Cellular Component: mitochondrion (GO:0005739);; Biological Process: calcium ion transport (GO:0006816);; Cellular Component: integral to membrane (GO:0016021);; Cellular Component: mitochondrial membrane (GO:0031966);; Molecular Function: metal ion binding (GO:0046872);; Biological Process: mitochondrial calcium ion homeostasis (GO:0051560);; 	--	Calcium uptake protein 1 homolog, mitochondrial OS=Drosophila melanogaster GN=CG4495 PE=2 SV=1	Uncharacterized protein GN=BRADI5G14860 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1	Calcium uptake protein 1, mitochondrial [Triticum urartu]	Triticum aestivum cDNA, clone: WT013_J03, cultivar: Chinese Spring
T1_Unigene_BMK.51235	40	12	0.000111	0.0050842255907267	1.73696559416621	up	[G]	Carbohydrate transport and metabolism 	Molecular Function: DNA binding (GO:0003677);; Cellular Component: cell wall (GO:0005618);; Cellular Component: cytoplasm (GO:0005737);; Biological Process: response to stress (GO:0006950);; Biological Process: response to chemical stimulus (GO:0042221);; Cellular Component: intracellular membrane-bounded organelle (GO:0043231);; 	--	Glycine-rich RNA-binding protein 2 OS=Sorghum bicolor GN=GRP2 PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	hypothetical protein TRIUR3_12404 [Triticum urartu]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv1057I13
T2_Unigene_BMK.39796	44	94	0.000018	0.00105312300683371	-1.09515723304034	down	--	--	Molecular Function: nucleic acid binding (GO:0003676);; Cellular Component: nucleus (GO:0005634);; 	--	Uncharacterized protein DDB_G0271670 OS=Dictyostelium discoideum GN=DDB_G0271670 PE=4 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv1080C19
T1_Unigene_BMK.64213	19	0	0.000014	0.000846575632725132	14.2137117981057	up	--	--	Cellular Component: cytoplasm (GO:0005737);; Biological Process: multicellular organismal development (GO:0007275);; Biological Process: macromolecule biosynthetic process (GO:0009059);; Biological Process: phenylpropanoid biosynthetic process (GO:0009699);; Biological Process: cellular component organization (GO:0016043);; Molecular Function: N-acyltransferase activity (GO:0016410);; Molecular Function: transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747);; Biological Process: heterocycle biosynthetic process (GO:0018130);; Biological Process: primary metabolic process (GO:0044238);; Biological Process: cellular macromolecule metabolic process (GO:0044260);; Biological Process: anatomical structure development (GO:0048856);; Molecular Function: hydroxycinnamoyltransferase activity (GO:0050734);; Biological Process: biological regulation (GO:0065007);; 	--	Agmatine coumaroyltransferase-2 OS=Hordeum vulgare GN=ACT-2 PE=1 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv1027H22
